"","can_name_clean","yr","cst_n","cst","pty_n","party_code","seat","cabinet_role","twitter","facebook","fb_China","tw_China"
"769","RR SRI SATU WIDYASTUTI MM",2009,"Jawa Timur I",36,"DEMOKRAT",9,0,"n/a","2236929067",NA,0,0
"770","SAYED MUSTAFA USAB",2009,"Aceh I",1,"PARTAI AMANAT NASIONAL",5,0,"Commission I (Defense, Foreign and Information Affairs)","2177630545",NA,0,0
"771","SYAHGANDA NAINGGOLAN",2009,"Jawa Barat IX",18,"GOLKAR",8,0,"n/a","137236644",NA,0,1
"772","SYLVIA W SUMARLIN",2009,"DKI Jakarta III",12,"GOLKAR",8,0,"n/a","47588287",NA,0,0
"773","TJAHJO KUMOLO SH",2009,"Jawa Tengah I",26,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission I (Defense, Foreign and Information Affairs)","1312420542",NA,0,1
"774","WIRAPUTRA RAYMOND BS",2009,"Banten III",7,"GOLKAR",8,0,"n/a","951911378",NA,0,0
"775","H M ALI YACOB",2009,"Aceh I",1,"DEMOKRAT",9,1,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)",NA,NA,0,0
"776","TGK H MOHD FAISAL AMIN",2009,"Aceh I",1,"PARTAI PERSATUAN PEMBANGUNAN",15,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)",NA,NA,0,0
"777","H ZAINUDDIN HAMID",2009,"Aceh I",1,"PARTAI PATRIOT",6,0,"n/a",NA,NA,0,0
"778","DINA RISJAD IBRAHIM M SC",2009,"Aceh I",1,"GOLKAR",8,0,"n/a",NA,NA,0,0
"779","M FAKHRUDDIN IR",2009,"Aceh I",1,"PARTAI PERSATUAN PEMBANGUNAN",15,0,"n/a",NA,NA,0,0
"780","IR H MUHAMMAD AZHARI SH MH",2009,"Aceh II",2,"DEMOKRAT",9,1,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)",NA,NA,0,0
"781","ZAINAL ABIDIN HUSSEIN SE",2009,"Aceh II",2,"PARTAI BINTANG REFORMASI",29,0,"n/a",NA,NA,0,0
"782","FAKRI SE",2009,"Aceh II",2,"PARTAI HATI NURANI RAKYAT",18,0,"n/a",NA,NA,0,0
"783","TQK H ZAINAL ABIDIN",2009,"Aceh II",2,"PARTAI PERSATUAN PEMBANGUNAN",15,0,"n/a",NA,NA,0,0
"784","IR SYAHIDIL",2009,"Bangka Belitung",3,"PARTAI KEADILAN SEJAHTERA",25,0,"n/a",NA,NA,0,0
"785","I GUSTI AGUNG RAI WIRAJAYA SE MM",2009,"Bali",4,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)",NA,NA,0,0
"786","I GUSTI KETUT ADHIPUTRA SH",2009,"Bali",4,"GOLKAR",8,1,"Commission III (Law and Legislation, Human Rights, and Security Affairs)",NA,NA,0,0
"787","KOMANG BAYU ADA Y KARNA",2009,"Bali",4,"GOLKAR",8,0,"n/a",NA,NA,0,0
"788","DRS AA ARKA HARDIANA MM",2009,"Bali",4,"GOLKAR",8,0,"n/a",NA,NA,0,0
"789","ADENAN SE",2009,"Bali",4,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,NA,0,0
"790","H MAMAT RAHAYU ABDULLAH",2009,"Banten I",5,"GOLKAR",8,1,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)",NA,NA,0,0
"791","DR H MANARUL HIDAYAT",2009,"Banten I",5,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a",NA,NA,0,0
"792","HJ NURAINI BACHRUDIN S PD I",2009,"Banten I",5,"PARTAI PERSATUAN PEMBANGUNAN",15,0,"n/a",NA,NA,0,0
"793","H HERRY DJUHAERI",2009,"Banten I",5,"GOLKAR",8,0,"n/a",NA,NA,0,0
"794","MURDAYA WIDYAWIMARTA POO",2009,"Banten II",6,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission III (Law and Legislation, Human Rights, and Security Affairs)",NA,NA,0,0
"795","DRS H HIKMAT TOMET",2009,"Banten II",6,"GOLKAR",8,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)",NA,NA,0,0
"796","AHMAD RIFAI SUFYADI",2009,"Banten II",6,"DEMOKRAT",9,0,"Appointed in August 2013 Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs) replacing Adiyaman Amir Saputra who passed away",NA,NA,0,0
"797","DRS H ENDIN AJ SOEFIHARA MMA",2009,"Banten II",6,"PARTAI PERSATUAN PEMBANGUNAN",15,0,"n/a",NA,NA,0,0
"798","HJ SRIE MOELYATI MEGA",2009,"Banten II",6,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"799","IQBAL ALAN ABDULLAH",2009,"Banten III",7,"PARTAI HATI NURANI RAKYAT",18,1,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)",NA,NA,0,0
"800","DR SUTRADA GINTINGS",2009,"Banten III",7,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,NA,0,0
"801","IR DENNY SULTANI HASAN MM",2009,"Banten III",7,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"802","H EBROWN LUBUK SH",2009,"Banten III",7,"GOLKAR",8,0,"n/a",NA,NA,0,0
"803","MALAWATI SE",2009,"Banten III",7,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,NA,0,0
"804","DRA HJ R E UPIAH SURYAWATI",2009,"Banten III",7,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"805","NANI SUTIATI SH MM",2009,"Banten III",7,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"806","DRS HELMI ADAM S PD",2009,"Banten III",7,"PARTAI GERAKAN INDONESIA RAYA",17,0,"n/a",NA,NA,0,0
"807","DINMAR",2009,"Bengkulu",8,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"808","DRA LATIFAH ISKANDAR",2009,"Daerah Istimewa Yogyakarta",9,"PARTAI AMANAT NASIONAL",5,0,"n/a",NA,NA,0,0
"809","SOEHARNO PA SH",2009,"Daerah Istimewa Yogyakarta",9,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a",NA,NA,0,0
"810","SAIFUDDIN DONODJOYO",2009,"DKI Jakarta I",10,"PARTAI GERAKAN INDONESIA RAYA",17,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,NA,0,0
"811","H TRI YULIANTO SH",2009,"DKI Jakarta I",10,"DEMOKRAT",9,1,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)",NA,NA,0,0
"812","DR RATNAWATI WIJANA SE MM",2009,"DKI Jakarta I",10,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"813","IR AGUS RACHMAN",2009,"DKI Jakarta II",11,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"814","DRS MARANGIN SILALAHI",2009,"DKI Jakarta II",11,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"815","DRS H HARUN AL RASYID",2009,"DKI Jakarta III",12,"PARTAI GERAKAN INDONESIA RAYA",17,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)",NA,NA,0,0
"816","IR H HUSEIN ABDUL AZIZ MT",2009,"DKI Jakarta III",12,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"817","DR HJ HAMIDAH HAMID MSI",2009,"DKI Jakarta III",12,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"818","DRA LUKY WIDIASTUTI TRIWAHYUNI M HUM",2009,"DKI Jakarta III",12,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"819","SAIDAH SAHLAH SH",2009,"DKI Jakarta III",12,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"820","RUGAYA USMAN SH",2009,"Gorontalo",13,"PARTAI HATI NURANI RAKYAT",18,0,"n/a",NA,NA,0,0
"821","DRS H SETIA PERMANA",2009,"Jawa Barat I",14,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission III (Law and Legislation, Human Rights, and Security Affairs)",NA,NA,0,0
"822","YETTI HERYATI",2009,"Jawa Barat I",14,"DEMOKRAT",9,1,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)",NA,NA,0,0
"823","H AMIN SANTONO S SOS",2009,"Jawa Barat X",23,"DEMOKRAT",9,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,NA,0,0
"824","IR AGUS GURLAYA KARTASASMITA MSC MT",2009,"Jawa Barat X",23,"GOLKAR",8,0,"n/a",NA,NA,0,0
"825","ANDI GANI NENA WEA SH",2009,"Jawa Barat X",23,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,NA,0,0
"826","H YUSUF SUKARDI SE MM",2009,"Jawa Barat X",23,"GOLKAR",8,0,"n/a",NA,NA,0,0
"827","AGUNG GUMILAR SAPUTRA",2009,"Jawa Barat X",23,"PARTAI GERAKAN INDONESIA RAYA",17,0,"n/a",NA,NA,0,0
"828","PROF DRS H CECEP SYARIFUDIN",2009,"Jawa Barat XI",24,"PARTAI KEBANGKITAN BANGSA",1,1,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)",NA,NA,0,0
"829","H NURUL IMAM MUSTOFA MA",2009,"Jawa Barat XI",24,"DEMOKRAT",9,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,NA,0,0
"830","IR H RUDY SUKENDRA SINDAPATI",2009,"Jawa Barat XI",24,"PARTAI AMANAT NASIONAL",5,1,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)",NA,NA,0,0
"831","ERWINDRA SH",2009,"Jawa Barat XI",24,"GOLKAR",8,0,"n/a",NA,NA,0,0
"832","DRS H DEDI SURYADI BE M SI",2009,"Jawa Barat XI",24,"PARTAI PERSATUAN PEMBANGUNAN",15,0,"n/a",NA,NA,0,0
"833","RUDIANTO",2009,"Jawa Barat XI",24,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"834","H MA MUR HASANUDDIN MA",2009,"Jawa Barat II",15,"PARTAI KEADILAN SEJAHTERA",25,1,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)",NA,NA,0,0
"835","HJ TIEN SUTINI BUNYAMIN",2009,"Jawa Barat II",15,"GOLKAR",8,0,"n/a",NA,NA,0,0
"836","PROF DR M ABDURRAHMAN MA",2009,"Jawa Barat II",15,"PARTAI BULAN BINTANG",26,0,"n/a",NA,NA,0,0
"837","EFI SUSILOWATI",2009,"Jawa Barat II",15,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"838","DRA DUMILAH AYUNINGTYAS MARS",2009,"Jawa Barat II",15,"PARTAI KEADILAN SEJAHTERA",25,0,"n/a",NA,NA,0,0
"839","SRI HIDAYATI",2009,"Jawa Barat III",16,"DEMOKRAT",9,1,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)",NA,NA,0,0
"840","PROF DR ADINAJANI H MOHDI SPPD KAI SH",2009,"Jawa Barat III",16,"DEMOKRAT",9,1,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)",NA,NA,0,0
"841","DRS SUPOMO",2009,"Jawa Barat III",16,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"842","IR H WASIDI SWASTOMO M SI",2009,"Jawa Barat III",16,"PARTAI BULAN BINTANG",26,0,"n/a",NA,NA,0,0
"843","DRA HJ S SUMIYATI",2009,"Jawa Barat III",16,"GOLKAR",8,0,"n/a",NA,NA,0,0
"844","IR H ZAENAL ARIFIN",2009,"Jawa Barat III",16,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,NA,0,0
"845","N FITRIANI S PD  MSI",2009,"Jawa Barat III",16,"PARTAI GERAKAN INDONESIA RAYA",17,0,"n/a",NA,NA,0,0
"846","IR H YUDI WIDIANA ADIA M SI",2009,"Jawa Barat IV",17,"PARTAI KEADILAN SEJAHTERA",25,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)",NA,NA,0,0
"847","PASHA ISMAYA SUKARDI",2009,"Jawa Barat IV",17,"DEMOKRAT",9,1,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)",NA,NA,0,0
"848","DRS SOPYAN YUSUP D MM",2009,"Jawa Barat IV",17,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,NA,0,0
"849","IR RIEKY SOFYAN S",2009,"Jawa Barat IV",17,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"850","HM SYAIFUL ANWAR",2009,"Jawa Barat IX",18,"DEMOKRAT",9,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,NA,0,0
"851","H TB SOENMANDJAJA SD",2009,"Jawa Barat IX",18,"PARTAI KEADILAN SEJAHTERA",25,1,"Commission III (Law and Legislation, Human Rights, and Security Affairs)",NA,NA,0,0
"852","WIDJONO HARJANTO",2009,"Jawa Barat IX",18,"PARTAI GERAKAN INDONESIA RAYA",17,1,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)",NA,NA,0,0
"853","WIENDRADININGSIH S SOS",2009,"Jawa Barat IX",18,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"854","DR MUHAMMAD RAZIKUN AK",2009,"Jawa Barat IX",18,"PARTAI KEADILAN SEJAHTERA",25,0,"n/a",NA,NA,0,0
"855","HJ HENNY HANDAYANI SH",2009,"Jawa Barat IX",18,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"856","H SOPIAN TSAURI LC",2009,"Jawa Barat IX",18,"PARTAI KEADILAN SEJAHTERA",25,0,"n/a",NA,NA,0,0
"857","SURYADI SURYAJAYA DRS",2009,"Jawa Barat IX",18,"PARTAI PERSATUAN PEMBANGUNAN",15,0,"n/a",NA,NA,0,0
"858","DRS PARLINDUNGAN HUTABARAT",2009,"Jawa Barat V",19,"DEMOKRAT",9,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)",NA,NA,0,0
"859","DRS H ZULKARNAEN DJABAR",2009,"Jawa Barat V",19,"GOLKAR",8,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,NA,0,0
"860","IRENE USMANY",2009,"Jawa Barat V",19,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"861","ALI FAHMI AL HABSYI S SOS",2009,"Jawa Barat V",19,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,NA,0,0
"862","DHIANA ANWAR SH",2009,"Jawa Barat VI",20,"DEMOKRAT",9,1,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)",NA,NA,0,0
"863","IR DANIEL LUMBAN TOBING",2009,"Jawa Barat VI",20,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs) ; Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)",NA,NA,0,0
"864","H RAHADI ZAKARIA SIP MH",2009,"Jawa Barat VI",20,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)",NA,NA,0,0
"865","DRS H M SOLIHIN",2009,"Jawa Barat VI",20,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a",NA,NA,0,0
"866","RIA PRATIWI",2009,"Jawa Barat VI",20,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,NA,0,0
"867","DADAN KURNIAWAN",2009,"Jawa Barat VI",20,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"868","IR DEDY OSMARI SYARIF MSC",2009,"Jawa Barat VI",20,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"869","WAHYU DEWANTO ST",2009,"Jawa Barat VII",21,"GOLKAR",8,0,"n/a",NA,NA,0,0
"870","DRS H A DJAHIDIN",2009,"Jawa Barat VII",21,"GOLKAR",8,0,"n/a",NA,NA,0,0
"871","ADE FIRDAUS MM",2009,"Jawa Barat VIII",22,"PARTAI AMANAT NASIONAL",5,0,"n/a",NA,NA,0,0
"872","HJ TUTY HAYATI ANWAR SH MSI",2009,"Jawa Barat VIII",22,"GOLKAR",8,0,"n/a",NA,NA,0,0
"873","DRS H BAMBANG HARYONO",2009,"Jawa Barat VIII",22,"GOLKAR",8,0,"n/a",NA,NA,0,0
"874","DRS H AS AD SYAM MM",2009,"Jambi",25,"DEMOKRAT",9,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,NA,0,0
"875","DRS H JOESLIN NASUTION M SI",2009,"Jambi",25,"GOLKAR",8,0,"n/a",NA,NA,0,0
"876","DRS H ISMAIL TAJUDDIN",2009,"Jambi",25,"GOLKAR",8,0,"n/a",NA,NA,0,0
"877","IR RULLY TISNA YULIANSA",2009,"Jambi",25,"PARTAI KEADILAN SEJAHTERA",25,0,"n/a",NA,NA,0,0
"878","H HAIRUDIN SH",2009,"Jambi",25,"PARTAI GERAKAN INDONESIA RAYA",17,0,"n/a",NA,NA,0,0
"879","SUPARMAN",2009,"Jambi",25,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"880","DRS MACHMUD YUNUS",2009,"Jawa Tengah I",26,"PARTAI PERSATUAN PEMBANGUNAN",15,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)",NA,NA,0,0
"881","JAMAL MIRDAD",2009,"Jawa Tengah I",26,"PARTAI GERAKAN INDONESIA RAYA",17,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)
",NA,NA,0,0
"882","IR MUHAMMAD BAGHOWI MM",2009,"Jawa Tengah I",26,"DEMOKRAT",9,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,NA,0,0
"883","STI UTAMI S H",2009,"Jawa Tengah I",26,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,NA,0,0
"884","H DJOKO BESARIMAN MM",2009,"Jawa Tengah I",26,"PARTAI HATI NURANI RAKYAT",18,0,"n/a",NA,NA,0,0
"885","BUDI SUPRIYANTO SH MH",2009,"Jawa Tengah X",35,"GOLKAR",8,1,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)",NA,NA,0,0
"886","DRS H SUMARYOTO",2009,"Jawa Tengah X",35,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)",NA,NA,0,0
"887","DRS H MANSUR AHMAD AK MBA",2009,"Jawa Tengah X",35,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a",NA,NA,0,0
"888","SUTEDJO YUWONO",2009,"Jawa Tengah X",35,"GOLKAR",8,0,"n/a",NA,NA,0,0
"889","DRS H M ICHWAN SYAM",2009,"Jawa Tengah X",35,"GOLKAR",8,0,"n/a",NA,NA,0,0
"890","H ALI MUBARAK A MD PAR",2009,"Jawa Tengah X",35,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a",NA,NA,0,0
"891","H SUBYAKTO SH MH",2009,"Jawa Tengah II",27,"DEMOKRAT",9,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)",NA,NA,0,0
"892","DRS H HISYAM ALIE",2009,"Jawa Tengah II",27,"PARTAI PERSATUAN PEMBANGUNAN",15,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)",NA,NA,0,0
"893","H M BUSRO",2009,"Jawa Tengah II",27,"GOLKAR",8,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,NA,0,0
"894","IR H DARYATMO MARDIYANTO",2009,"Jawa Tengah II",27,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)",NA,NA,0,0
"895","H NASRULLAH S IP",2009,"Jawa Tengah II",27,"PARTAI AMANAT NASIONAL",5,1,"n/a",NA,NA,0,0
"896","HJ NOOR HANI AH SH",2009,"Jawa Tengah II",27,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,NA,0,0
"897","DR H NOOR ACHMAD MA",2009,"Jawa Tengah II",27,"GOLKAR",8,0,"n/a",NA,NA,0,0
"898","DRA ENDANG SETYANINGDYAH",2009,"Jawa Tengah II",27,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,NA,0,0
"899","IGNATIUS MULYONO",2009,"Jawa Tengah III",28,"DEMOKRAT",9,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)",NA,NA,0,0
"900","DR A SONNY KERAF",2009,"Jawa Tengah III",28,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,NA,0,0
"901","IR BAMBANG RIYADI SOEGOMO",2009,"Jawa Tengah III",28,"GOLKAR",8,0,"n/a",NA,NA,0,0
"902","DRA SRI HARINI",2009,"Jawa Tengah III",28,"GOLKAR",8,0,"n/a",NA,NA,0,0
"903","DRS AMAR MA RUF",2009,"Jawa Tengah III",28,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a",NA,NA,0,0
"904","H AGUS SUPRIYANTO SE",2009,"Jawa Tengah III",28,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,NA,0,0
"905","BAMBANG BUDISATYO SH MM",2009,"Jawa Tengah III",28,"PARTAI DEMOKRASI PEMBARUAN",36,0,"n/a",NA,NA,0,0
"906","ABDUL ROZAQ RAIS",2009,"Jawa Tengah IV",29,"PARTAI AMANAT NASIONAL",5,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,NA,0,0
"907","MANGARA M SIAHAAN",2009,"Jawa Tengah IV",29,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)",NA,NA,0,0
"908","RATNA MAYSAROH",2009,"Jawa Tengah IV",29,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,NA,0,0
"909","RONY N HENDROPRIYONO",2009,"Jawa Tengah IV",29,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,NA,0,0
"910","DR MARWOTO MITROHARDJONO SE MM",2009,"Jawa Tengah IX",30,"PARTAI AMANAT NASIONAL",5,1,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)",NA,NA,0,0
"911","IR H EKO SARJONO PUTRO MM",2009,"Jawa Tengah IX",30,"GOLKAR",8,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)",NA,NA,0,0
"912","JOKO WIDODO A MD",2009,"Jawa Tengah IX",30,"PARTAI KEADILAN SEJAHTERA",25,0,NA,NA,NA,0,0
"913","PRIYATNO EDY KUNCORO SE",2009,"Jawa Tengah V",31,"PARTAI KEADILAN SEJAHTERA",25,0,"n/a",NA,NA,0,0
"914","H BUDI SANTOSA S SOS",2009,"Jawa Tengah V",31,"PARTAI KEADILAN SEJAHTERA",25,0,"n/a",NA,NA,0,0
"915","DRS UTUT ADIANTO",2009,"Jawa Tengah VI",32,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,NA,0,0
"916","DR UMAR WAHID HASJIM",2009,"Jawa Tengah VI",32,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a",NA,NA,0,0
"917","HJ SUCI MULYATI SH",2009,"Jawa Tengah VI",32,"GOLKAR",8,0,"n/a",NA,NA,0,0
"918","DRA RA IDA RIYANTI",2009,"Jawa Tengah VI",32,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"919","FARDAN FAUZAN BA MSC",2009,"Jawa Tengah VII",33,"DEMOKRAT",9,1,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)",NA,NA,0,0
"920","PURNOMO",2009,"Jawa Tengah VII",33,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,NA,0,0
"921","SYAHRIL SE",2009,"Jawa Tengah VII",33,"PARTAI HATI NURANI RAKYAT",18,0,"n/a",NA,NA,0,0
"922","AIRLANGGA NAGARA SATYA",2009,"Jawa Tengah VII",33,"PARTAI AMANAT NASIONAL",5,0,"n/a",NA,NA,0,0
"923","FARIDA SYAMSI CHADARIA SH MH",2009,"Jawa Tengah VII",33,"GOLKAR",8,0,"n/a",NA,NA,0,0
"924","H SATIJO SH",2009,"Jawa Tengah VII",33,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,NA,0,0
"925","M JUNAEDI SE",2009,"Jawa Tengah VII",33,"PARTAI AMANAT NASIONAL",5,0,"n/a",NA,NA,0,0
"926","H M NASRUDIN SH",2009,"Jawa Tengah VIII",34,"GOLKAR",8,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)",NA,NA,0,0
"927","IR H TEGUH JUWARNO M SI",2009,"Jawa Tengah VIII",34,"PARTAI AMANAT NASIONAL",5,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)",NA,NA,0,0
"928","H IKHSAN ABDULLAH SH MH",2009,"Jawa Tengah VIII",34,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a",NA,NA,0,0
"929","A BRAHMANA SE",2009,"Jawa Tengah VIII",34,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"930","DRS H MASKUR AHMAD",2009,"Jawa Tengah VIII",34,"PARTAI AMANAT NASIONAL",5,0,"n/a",NA,NA,0,0
"931","MARIA ADFIANTI",2009,"Jawa Tengah VIII",34,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a",NA,NA,0,0
"932","H GONDO RADITYO GAMBIRO",2009,"Jawa Timur I",36,"DEMOKRAT",9,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,NA,0,0
"933","H SUHARTONO WIJAYA SE  MBA",2009,"Jawa Timur I",36,"DEMOKRAT",9,1,"Commission III (Law and Legislation, Human Rights, and Security Affairs)",NA,NA,0,0
"934","GUDFAN ARIF S IP",2009,"Jawa Timur X",45,"PARTAI GERAKAN INDONESIA RAYA",17,0,"n/a",NA,NA,0,0
"935","A HARIANTO",2009,"Jawa Timur X",45,"DEMOKRAT",9,0,"n/a",NA,NA,0,0
"936","H NASYIRUL FALAH SE",2009,"Jawa Timur X",45,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,NA,0,0
"937","ABDULLAH MUFIED MUBAROK",2009,"Jawa Timur X",45,"PARTAI KEBANGKITAN NASIONAL ULAMA",32,0,"n/a",NA,NA,0,0
"938","SOEPRIYATNO IR",2009,"Jawa Timur XI",46,"PARTAI GERAKAN INDONESIA RAYA",17,1,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)",NA,NA,0,0
"939","DRS H ACMAD SYAFI I M SI",2009,"Jawa Timur XI",46,"DEMOKRAT",9,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)",NA,NA,0,0
